FIPS13,YearBuilt,TotalUnits
"060816133001001","2013",1
"060816133001001","2014",1
"060816133001001","2015",1
"060816133001001","2006",2
"060816133001003","2005",1
"060816133001010","2006",1
"060816133001010","2013",1
"060816133001013","2011",1
"060816133001013","2012",1
"060816133001020","2001",1
"060816133001022","2001",1
"060816133001023","2007",1
"060816133001025","2003",1
"060816133001025","2013",1
"060816133001025","2005",2
"060816133001026","2008",1
"060816133001027","2005",1
"060816133001027","2008",1
"060816133001031","2000",1
"060816133001031","2004",1
"060816133001032","2007",1
"060816133001032","2008",1
"060816133001042","2005",1
"060816133001042","2008",1
"060816133001044","2000",1
"060816133001044","2001",1
"060816133001044","2004",1
"060816133001044","2016",1
"060816133001044","2002",2
"060816133001044","2003",2
"060816133001045","2007",1
"060816133001045","2008",1
"060816133001045","2010",1
"060816133001045","2013",1
"060816133001045","2015",1
"060816133001045","2002",2
"060816133001046","2005",1
"060816133001050","2015",1
"060816133002002","2004",1
"060816133002002","2007",1
"060816133002002","2009",1
"060816133002002","2011",1
"060816133002002","2012",1
"060816133002002","2013",1
"060816133002002","2014",1
"060816133002002","2015",1
"060816133002002","2005",2
"060816133002002","2002",3
"060816133002003","2007",1
"060816133002005","2002",1
"060816133002005","2005",3
"060816133002008","2000",1
"060816133002008","2005",1
"060816133002008","2008",1
"060816133002012","2004",1
"060816133002012","2008",1
"060816133002012","2015",1
"060816133002014","2004",1
"060816133002014","2005",1
"060816133002018","2000",1
"060816133002018","2009",1
"060816133002018","2011",2
"060816133002018","2001",3
"060816133002020","2004",1
"060816133002023","2000",1
"060816133002023","2004",1
"060816133002023","2007",1
"060816133002023","2013",1
"060816133002024","2009",1
"060816133002024","2011",1
"060816133002026","2000",1
"060816133002026","2012",1
"060816133002027","2002",1
"060816133002028","2013",1
"060816134001000","2001",1
"060816134001000","2002",1
"060816134001000","2011",1
"060816134001000","2015",2
"060816134001001","2001",2
"060816134001002","2001",1
"060816134001002","2005",1
"060816134001002","2006",1
"060816134001002","2007",1
"060816134001002","2009",1
"060816134001002","2011",1
"060816134001002","2000",2
"060816134001003","2001",1
"060816134001003","2007",1
"060816134001003","2010",1
"060816134001004","2000",1
"060816134001004","2004",1
"060816134001004","2006",1
"060816134001004","2009",1
"060816134001004","2010",1
"060816134001004","2012",1
"060816134001004","2015",1
"060816134001004","2005",2
"060816134001004","2011",3
"060816134001007","2008",1
"060816134001007","2012",1
"060816134001009","2000",1
"060816134001009","2005",1
"060816134001009","2010",1
"060816134001011","2014",1
"060816134001012","2002",1
"060816134001013","2011",1
"060816134001013","2013",1
"060816134001013","2016",1
"060816134001013","2002",2
"060816134001014","2000",1
"060816134001014","2012",1
"060816134001015","2011",1
"060816134001017","2015",1
"060816134001019","2014",2
"060816134001022","2000",1
"060816134001022","2001",1
"060816134001022","2005",1
"060816134001022","2008",1
"060816134001022","2010",1
"060816134001023","2003",1
"060816134001023","2007",1
"060816134001025","2006",1
"060816134001025","2008",1
"060816134001026","2001",1
"060816134001027","2003",1
"060816134001027","2002",2
"060816134001032","2005",1
"060816134002010","2000",1
"060816134002010","2004",1
"060816134002010","2006",1
"060816134002010","2008",1
"060816134002010","2009",1
"060816134002010","2002",2
"060816134002010","2010",3
"060816134002011","2004",1
"060816134002019","2005",1
"060816134002019","2006",1
"060816134002023","2014",1
"060816134002024","2008",1
"060816134002028","2002",1
"060816134002035","2009",1
"060816134003001","2004",1
"060816134003001","2008",1
"060816134003001","2001",2
"060816134003007","2012",1
"060816134003008","2002",1
"060816134003008","2003",1
"060816134003008","2005",1
"060816134003008","2006",1
"060816134003008","2010",1
"060816134003009","2000",1
"060816134003011","2000",1
"060816134003013","2003",1
"060816134003013","2014",1
"060816134003018","2008",1
"060816134003023","2005",2
"060816134003026","2008",1
"060816134003026","2011",1
"060816134003028","2015",1
"060816134003039","2008",1
"060816134003042","2003",1
"060816134003044","2000",1
"060816135011000","2011",1
"060816135011000","2012",1
"060816135011011","2001",1
"060816135011011","2005",1
"060816135011011","2007",1
"060816135011011","2008",1
"060816135011011","2015",1
"060816135011015","2001",1
"060816135011015","2016",1
"060816135011015","2008",3
"060816135011015","2013",3
"060816135011016","2009",1
"060816135011016","2016",2
"060816135011016","2008",5
"060816135011018","2005",1
"060816135011018","2009",1
"060816135011018","2010",1
"060816135011018","2016",1
"060816135011018","2003",2
"060816135011018","2004",3
"060816135011019","2016",1
"060816135011021","2008",2
"060816135011021","2015",3
"060816135012065","2003",1
"060816135012065","2004",1
"060816135012065","2005",1
"060816135012065","2007",1
"060816135012065","2011",1
"060816135012065","2012",1
"060816135012065","2014",1
"060816135012065","2008",2
"060816135012065","2000",3
"060816135012065","2001",3
"060816135012065","2002",6
"060816135012066","2001",1
"060816135012066","2002",1
"060816135012066","2004",1
"060816135012066","2006",1
"060816135012067","2000",1
"060816135012067","2002",1
"060816135012072","2000",1
"060816135012072","2002",2
"060816135012076","2013",1
"060816135021003","2001",1
"060816135021003","2010",1
"060816135021003","2014",1
"060816135021003","2015",1
"060816135021003","2000",2
"060816135021003","2004",2
"060816135021003","2005",2
"060816135021003","2006",2
"060816135021003","2009",2
"060816135021003","2007",3
"060816135021003","2002",4
"060816135021003","2003",5
"060816135021003","2008",5
"060816135021004","2004",1
"060816135021004","2006",1
"060816135021004","2007",1
"060816135021004","2008",1
"060816135021004","2002",2
"060816135021005","2006",1
"060816135021007","2000",1
"060816135021007","2003",1
"060816135021007","2010",1
"060816135021007","2015",1
"060816135021008","2001",1
"060816135021008","2004",1
"060816135021008","2005",1
"060816135021008","2006",1
"060816135021008","2007",1
"060816135021008","2010",1
"060816135021008","2015",1
"060816135021009","2006",1
"060816135021009","2008",1
"060816135021010","2003",1
"060816135021011","2008",1
"060816135021012","2006",1
"060816135021012","2001",2
"060816135021013","2005",1
"060816135021014","2001",1
"060816135021014","2009",1
"060816135021016","2001",1
"060816135021019","2005",1
"060816135021020","2002",1
"060816135021020","2005",1
"060816135021020","2008",1
"060816135021020","2012",1
"060816135021024","2015",1
"060816135021026","2007",1
"060816135021027","2003",1
"060816135021028","2009",1
"060816135021028","2005",2
"060816135022000","2002",1
"060816135022000","2000",2
"060816135022002","2004",1
"060816135022002","2006",1
"060816135022002","2007",1
"060816135022002","2009",1
"060816135022003","2005",1
"060816135022003","2013",1
"060816135022005","2004",1
"060816135022006","2003",1
"060816135022007","2003",1
"060816135022007","2016",1
"060816135022007","2013",2
"060816135022008","2003",1
"060816135022008","2005",1
"060816135022008","2007",1
"060816135022008","2013",1
"060816135022008","2001",2
"060816135022008","2002",2
"060816135022009","2002",1
"060816135022009","2003",1
"060816135022009","2001",2
"060816135022010","2001",1
"060816135022010","2004",1
"060816135022011","2006",1
"060816135022011","2012",1
"060816135022012","2002",1
"060816135022012","2003",1
"060816135022012","2005",1
"060816135022012","2000",2
"060816135022012","2001",2
"060816135022013","2001",1
"060816135022013","2012",1
"060816135022013","2002",2
"060816135022013","2007",2
"060816135022013","2008",2
"060816135022013","2000",4
"060816135022014","2005",1
"060816135022015","2001",1
"060816135022015","2003",1
"060816135022015","2004",1
"060816135022015","2009",1
"060816135022016","2009",1
"060816135022016","2011",1
"060816135022016","2000",2
"060816135022018","2001",1
"060816135022018","2015",1
"060816135022018","2016",1
"060816135022018","2006",2
"060816135022018","2009",2
"060816135022018","2013",2
"060816135022018","2000",3
"060816135022018","2003",3
"060816135022020","2008",1
"060816135022020","2012",1
"060816135023000","2002",1
"060816135023000","2014",1
"060816135023000","2004",2
"060816135023000","2007",2
"060816135023000","2001",3
"060816135023000","2011",3
"060816135023000","2000",4
"060816135023000","2008",4
"060816135023000","2006",5
"060816135023000","2005",6
"060816135023001","2001",1
"060816135023002","2010",1
"060816135023003","2002",1
"060816135023003","2000",2
"060816135023003","2003",2
"060816135023004","2013",1
"060816135023005","2009",1
"060816135023005","2013",1
"060816135023006","2007",1
"060816135023007","2003",1
"060816135023010","2003",1
"060816135023012","2003",1
"060816135023012","2007",1
"060816135023012","2008",1
"060816135023012","2015",1
"060816135023013","2003",1
"060816135023013","2004",1
"060816135023014","2003",1
"060816135023014","2005",1
"060816135023014","2012",1
"060816135023014","2000",2
"060816135023015","2000",1
"060816135023015","2001",1
"060816135023016","2003",1
"060816135023016","2007",2
"060816135023019","2002",1
"060816135023020","2004",1
"060816135023020","2008",1
"060816135023020","2010",1
"060816135023021","2005",1
"060816135023021","2006",1
"060816135023022","2002",1
"060816135023022","2003",1
"060816135023022","2008",1
"060816135023024","2001",2
"060816135023026","2006",1
"060816135023027","2001",1
"060816135024000","2005",2
"060816135024002","2005",1
"060816135024004","2005",1
"060816135024005","2000",1
"060816135024005","2006",1
"060816135024006","2001",1
"060816135024006","2002",1
"060816135024006","2009",1
"060816135024007","2008",1
"060816135024007","2012",1
"060816135024008","2002",1
"060816135024008","2007",1
"060816135024008","2005",2
"060816135024011","2001",1
"060816135024015","2006",1
"060816135024017","2000",1
"060816135024023","2001",2
"060816135024023","2003",2
"060816135024023","2009",4
"060816135024024","2007",1
"060816135024024","2004",3
"060816135024026","2003",1
"060816135024026","2004",1
"060816135024026","2006",1
"060816135024030","2000",1
"060816135024038","2005",2
"060816135024038","2008",5
"060816135024039","2010",1
"060816136001011","2001",1
"060816136001011","2006",1
"060816136001011","2008",1
"060816136001011","2002",2
"060816136001012","2005",1
"060816136001013","2001",1
"060816136001014","2005",1
"060816136001015","2002",1
"060816136001018","2000",1
"060816136001018","2004",1
"060816136001018","2005",1
"060816136001019","2001",1
"060816136001023","2002",1
"060816136001023","2003",1
"060816136001023","2004",1
"060816136001023","2006",1
"060816136001023","2008",1
"060816136001023","2000",2
"060816136001023","2010",2
"060816136001023","2007",5
"060816136001024","2002",1
"060816136001024","2003",1
"060816136001024","2009",1
"060816136001024","2015",1
"060816136001024","2007",2
"060816136001025","2000",1
"060816136001025","2001",1
"060816136001025","2002",1
"060816136001025","2008",1
"060816136001025","2015",1
"060816136001027","2008",1
"060816136001027","2009",1
"060816136001027","2011",1
"060816136001028","2004",1
"060816136001030","2002",1
"060816136001031","2001",1
"060816136001031","2012",1
"060816136001032","2007",1
"060816136001034","2006",1
"060816136001034","2007",1
"060816136001034","2012",1
"060816136001034","2015",2
"060816136001035","2000",1
"060816136001035","2002",1
"060816136001035","2009",1
"060816136001035","2001",2
"060816136001036","2008",1
"060816136001037","2003",1
"060816136001037","2007",1
"060816136001038","2005",1
"060816136001039","2000",1
"060816136001040","2010",1
"060816136001042","2001",1
"060816136001044","2007",1
"060816136001044","2008",1
"060816136001044","2014",1
"060816136001045","2006",1
"060816136001045","2007",1
"060816136001045","2008",1
"060816136001045","2002",2
"060816136001045","2009",2
"060816136001045","2001",3
"060816136001045","2004",3
"060816136001045","2003",5
"060816136001045","2000",6
"060816136001045","2005",6
"060816136001046","2008",1
"060816136001047","2002",1
"060816136001047","2004",1
"060816136001049","2006",1
"060816136001049","2011",1
"060816136001050","2005",1
"060816136001050","2007",1
"060816136001051","2003",1
"060816136001051","2004",1
"060816136001053","2004",1
"060816136001055","2002",1
"060816136001055","2003",2
"060816136001056","2001",1
"060816136001063","2002",1
"060816136001064","2007",1
"060816136001064","2008",1
"060816136001064","2009",1
"060816136001066","2004",1
"060816136001066","2009",1
"060816136001067","2000",1
"060816136001067","2001",1
"060816136001067","2005",1
"060816136002000","2000",1
"060816136002000","2001",1
"060816136002000","2006",1
"060816136002011","2002",1
"060816136002011","2003",4
"060816136002013","2006",1
"060816136002018","2008",1
"060816136002019","2001",1
"060816136002019","2003",1
"060816136002019","2005",1
"060816136002022","2002",1
"060816136002023","2000",1
"060816136002023","2001",1
"060816136002023","2002",1
"060816136002023","2004",1
"060816136002023","2007",1
"060816136002027","2007",1
"060816136002028","2000",1
"060816136002028","2007",1
"060816136002029","2000",1
"060816136002035","2002",1
"060816136002036","2003",1
"060816136002038","2002",1
"060816136002048","2002",1
"060816136002049","2004",1
"060816136003000","2009",1
"060816136003005","2000",1
"060816136003005","2005",1
"060816136003005","2008",3
"060816136003007","2008",1
"060816136003010","2007",1
"060816136003014","2000",1
"060816136003014","2001",3
"060816136003017","2003",12
"060816136003019","2000",1
"060816136003019","2004",1
"060816136003019","2009",1
"060816136003038","2002",1
"060816136003038","2011",1
"060816136004006","2002",2
"060816136004006","2005",2
"060816136004006","2001",3
"060816136004007","2000",1
"060816136004007","2001",1
"060816136004007","2002",1
"060816136004009","2000",1
"060816136004009","2001",1
"060816136004009","2002",1
"060816136004010","2001",1
"060816136004010","2002",2
"060816136004011","2000",1
"060816136004011","2001",1
"060816136004013","2002",1
"060816136004013","2005",1
"060816136004013","2001",2
"060816136004016","2005",1
"060816137001015","2004",1
"060816137001018","2009",1
"060816137001018","2011",1
"060816137001019","2004",1
"060816137001029","2008",1
"060816137001032","2001",1
"060816137001033","2003",1
"060816137001033","2014",1
"060816137001033","2005",3
"060816137001034","2004",1
"060816137001035","2003",3
"060816137001035","2004",3
"060816137001036","2001",1
"060816137001036","2002",1
"060816137001036","2003",1
"060816137001036","2008",1
"060816137001036","2004",880
"060816137001037","2002",2
"060816137001037","2003",2
"060816137001039","2007",2
"060816137001039","2009",2
"060816137001040","2007",1
"060816137001041","2006",1
"060816137001041","2007",1
"060816137001041","2013",1
"060816137001041","2010",2
"060816137001041","2015",2
"060816137001043","2001",2
"060816137001043","2002",2
"060816137001043","2010",2
"060816137001043","2011",2
"060816137001044","2006",1
"060816137001044","2007",1
"060816137001044","2014",1
"060816137001045","2001",1
"060816137001045","2002",1
"060816137001045","2008",1
"060816137001045","2007",3
"060816137001046","2002",2
"060816137002027","2005",1
"060816137002027","2007",1
"060816137002027","2014",1
"060816137002027","2015",1
"060816137002030","2004",1
"060816137002030","2012",1
"060816137002032","2002",1
"060816137002032","2003",1
"060816137002032","2004",1
"060816137002032","2014",1
"060816137003004","2001",0
"060816137003017","2000",1
"060816137003020","2001",11
"060816137003022","2002",1
"060816137003022","2003",1
"060816137003022","2004",1
"060816137003022","2013",1
"060816137003022","2014",1
"060816137004001","2003",1
"060816137004001","2010",1
"060816137004002","2004",1
"060816137004002","2005",1
"060816137004002","2006",1
"060816137004002","2007",1
"060816137004002","2008",1
"060816137004002","2002",2
"060816137004002","2003",3
"060816137004004","2001",1
"060816137004004","2003",1
"060816137004004","2009",1
"060816137004004","2002",3
"060816137004006","2001",1
"060816137004006","2002",1
"060816137004006","2004",1
"060816137004006","2007",1
"060816137004006","2010",1
"060816137004007","2002",1
"060816137004008","2000",1
"060816137004009","2000",1
"060816137004009","2004",1
"060816137004009","2002",3
"060816137004010","2007",1
"060816137004010","2003",2
"060816137004011","2001",1
"060816137004011","2002",1
"060816137004011","2004",1
"060816137004011","2005",1
"060816137004011","2009",1
"060816137004011","2015",1
"060816137004013","2006",1
"060816137004014","2013",1
"060816137004014","2015",1
"060816137004014","2007",3
"060816137004015","2001",1
"060816137004015","2003",1
"060816137004015","2005",1
"060816137004015","2006",1
"060816137004015","2007",1
"060816137004015","2009",1
"060816137004015","2014",2
"060816137004017","2004",1
"060816137004020","2000",1
"060816137004020","2002",1
"060816137004020","2003",1
"060816137004020","2009",1
"060816137004020","2015",1
"060816137004021","2000",1
"060816137004021","2011",1
"060816137004021","2014",1
"060816137004023","2005",1
"060816137004024","2001",1
"060816137004027","2001",1
"060816137004027","2007",1
"060816137004028","2002",1
"060816137004028","2003",1
"060816137004028","2004",1
"060816137004028","2008",2
"060816137004029","2000",1
"060816137004029","2004",1
"060816137004031","2015",1
"060816137004033","2016",1
"060816137004036","2000",1
"060816137004036","2002",1
"060816137004036","2009",1
"060816137004038","2004",1
"060816137004038","2006",1
"060816137004038","2008",1
"060816137004039","2009",1
"060816137004039","2004",12
"060816137004040","2004",1
"060816137004040","2011",1
"060816137004044","2003",1
"060816137004045","2004",9
"060816137005000","2000",1
"060816137005000","2006",1
"060816137005000","2007",1
"060816137005000","2008",1
"060816137005000","2010",1
"060816137005000","2011",1
"060816137005000","2012",3
"060816137005000","2015",4
"060816137005000","2005",5
"060816137005000","2001",6
"060816137005000","2002",6
"060816137005000","2014",6
"060816137005000","2003",7
"060816137005000","2013",7
"060816137005000","2004",9
"060816137005002","2005",1
"060816137005002","2004",2
"060816137005002","2003",3
"060816137005002","2002",6
"060816137005002","2001",12
"060816137005009","2000",12
"060816137005012","2000",1
"060816137005015","2000",1
"060816137005015","2003",1
"060816137005015","2006",2
"060816137005015","2005",3
"060816137005022","2004",1
"060816137005023","2004",1
"060816137005023","2006",1
"060816137005024","2001",1
"060816137005024","2005",1
"060816137005024","2013",1
"060816137005024","2014",1
"060816137005024","2002",2
"060816137005024","2004",2
"060816137005024","2006",2
"060816137005025","2004",1
"060816137005025","2005",1
"060816137005025","2013",1
"060816137005026","2013",1
"060816137005027","2003",1
"060816137005027","2004",1
"060816137005027","2011",1
"060816137005027","2013",1
"060816137005027","2014",1
"060816137005027","2002",2
"060816137005027","2001",4
"060816137005027","2005",4
"060816137005029","2004",1
"060816137005029","2005",1
"060816137005029","2015",1
"060816137005029","2001",2
"060816137005030","2005",1
"060816137005030","2006",1
"060816137005030","2014",2
"060816137005031","2005",1
"060816137005032","2006",1
"060816137005034","2000",1
"060816137005034","2001",1
"060816137005034","2005",1
"060816137005035","2010",1
"060816137005035","2014",1
"060816138001035","2014",1
"060816138002001","2003",1
"060816138002002","2013",1
"060816138003018","2001",1
"060816138003018","2010",1
"060816138003021","2008",1
"060816138003029","2005",1
"060816138003032","2011",1
"060816138003033","2013",1
"060816138003036","2015",1
"060816138004017","2013",1
"060816138004083","2008",1
"060816138004099","2016",1
"060816138004100","2008",1
"060816138004188","2001",1
"060816139001006","2016",1
"060816139001013","2008",1
"060816139001016","2015",2
"060816139002000","2011",1
"060816139002001","2016",1
"060816139002003","2014",1
"060816139002004","2004",1
"060816139002004","2008",2
"060816139002006","2001",1
"060816139002006","2005",1
"060816139002006","2007",1
"060816139002007","2010",1
"060816139002007","2013",2
"060816139002008","2002",1
"060816139002008","2007",1
"060816139002008","2009",1
"060816139002008","2014",1
"060816139002008","2015",1
"060816139002009","2004",1
"060816139002009","2008",1
"060816139002009","2015",1
"060816139002010","2010",1
"060816139002011","2004",1
"060816139003000","2006",1
"060816139003000","2007",1
"060816139003000","2009",1
"060816139003000","2011",1
"060816139003000","2015",1
"060816139003002","2012",1
"060816139003002","2007",2
"060816139003004","2005",1
"060816139003004","2009",1
"060816139003004","2015",1
"060816139003004","2008",2
"060816139003005","2003",1
"060816139003005","2005",1
"060816139003010","2002",1
"060816139003010","2008",1
"060816139003011","2009",1
"060816139003012","2001",1
"060816139003013","2007",1
"060816139003014","2007",1
"060816139004004","2001",1
"060816139004004","2002",1
"060816139004004","2003",1
"060816139004004","2005",1
"060816139004004","2006",1
"060816139004004","2009",1
"060816139004004","2010",1
"060816139004004","2011",1
"060816139004004","2013",1
"060816139004004","2014",1
"060816139004004","2015",1
"060816139004004","2004",2
"060816139004005","2006",1
"060816139004005","2008",1
"060816139004005","2012",1
"060816139004005","2014",1
"060816139004005","2004",2
"060816139004005","2007",2
"060816139004005","2011",2
"060816139004006","2002",1
"060816139004006","2008",1
"060816139004006","2012",1
"060816139004006","2014",1
"060816139004006","2006",2
"060816139004007","2003",1
"060816139004007","2004",1
"060816139004007","2005",1
"060816139004007","2007",1
"060816139004007","2013",1
"060816139004007","2015",2
"060816139004008","2002",1
"060816139004009","2002",1
"060816139004009","2005",1
"060816139004009","2015",1
"060816139004014","2006",1
"060816139004014","2012",1
"060816139005000","2000",3
"060816139005004","2007",1
"060816139005005","2000",1
"060816139005005","2001",1
"060816139005005","2004",1
"060816139005005","2005",1
"060816139005005","2006",1
"060816139005005","2011",1
"060816139005007","2008",1
"060816139005008","2016",1
"060816139005008","2007",2
"060816139005010","2008",1
"060816139005010","2015",1
"060816139005012","2002",1
"060816139005012","2003",1
"060816139005012","2004",1
"060816139005014","2004",1
"060816139005015","2003",1
"060816139005015","2014",1
"060816139005015","2015",1
"060816139005015","2016",1
"060816140001008","2004",48
"060816140001009","2004",29
"060816140001010","2004",2
"060816140001020","2004",9
"060816140002000","2005",1
"060816140002000","2006",1
"060816140002000","2008",1
"060816140002002","2005",1
"060816140003001","2000",15
"060816140003001","2002",20
"060816140003003","2006",1
"060816140003010","2004",14
"060816140003011","2004",3
"060816140003012","2004",10
"060855001001017","2001",1
"060855001002001","2007",41
"060855001002001","2009",43
"060855001002002","2009",15
"060855001002003","2009",17
"060855001002004","2007",25
"060855001002005","2010",1
"060855001002005","2007",19
"060855001002006","2009",19
"060855001002008","2004",4
"060855001002010","2014",1
"060855001002015","2014",1
"060855001003010","2002",1
"060855001004001","2003",2
"060855001004003","2005",9
"060855001004003","2011",53
"060855001004003","2014",166
"060855001004004","2005",8
"060855001004005","2005",7
"060855001004007","2005",15
"060855001004007","2004",61
"060855001004008","2005",15
"060855001004009","2005",9
"060855001004011","2017",403
"060855001004012","2014",54
"060855001004017","2005",20
"060855001004024","2004",6
"060855001004025","2001",232
"060855001004026","2001",48
"060855001004027","2004",19
"060855002001000","2010",1
"060855002001003","2011",2
"060855002001004","2014",1
"060855002001005","2011",1
"060855002001019","2006",0
"060855002003000","2000",2
"060855002003001","2005",1
"060855002003002","2009",2
"060855002003002","2010",2
"060855002003005","2007",1
"060855002004013","2003",32
"060855002004013","2001",46
"060855002004014","2001",9
"060855002004017","2004",335
"060855002004018","2006",34
"060855003002009","2017",182
"060855003002010","2008",231
"060855003002011","2005",8
"060855003002011","2004",27
"060855003002012","2005",33
"060855003002013","2002",10
"060855003002013","2004",23
"060855003002014","2004",31
"060855003002014","2005",54
"060855003002014","2002",241
"060855003002020","2008",2
"060855003002020","2002",19
"060855003002022","2004",2
"060855003002023","2007",1
"060855003002025","2001",1
"060855003002026","2004",14
"060855003002027","2017",1
"060855003002028","2001",1
"060855004001000","2008",1
"060855004001002","2006",1
"060855004001006","2000",1
"060855004001007","2005",1
"060855004001007","2000",2
"060855004001010","2000",1
"060855004001010","2014",1
"060855004001011","2003",2
"060855004001012","2003",1
"060855004001015","2017",1
"060855004001016","2004",4
"060855004002000","2014",3
"060855004002001","2000",2
"060855004002006","2007",1
"060855004002007","2001",1
"060855004002010","2001",1
"060855004002010","2007",1
"060855004002011","2000",1
"060855004002011","2005",1
"060855004002011","2009",2
"060855004002013","2009",1
"060855004002014","2003",1
"060855004002014","2004",14
"060855004002015","2012",1
"060855004002016","2003",2
"060855004002016","2004",4
"060855005001001","2007",1
"060855005001001","2001",2
"060855005001002","2001",1
"060855005001003","2005",1
"060855005001003","2013",1
"060855005001004","2005",1
"060855005001004","2006",1
"060855005001004","2013",1
"060855005001004","2004",2
"060855005001004","2003",8
"060855005001005","2007",1
"060855005001005","2009",1
"060855005001005","2017",1
"060855005001006","2004",1
"060855005001006","2007",2
"060855005001007","2000",4
"060855005001011","2004",1
"060855005001011","2006",1
"060855005001011","2017",1
"060855005002000","2007",1
"060855005002003","2013",1
"060855005002003","2016",1
"060855005002004","2010",1
"060855005002004","2008",90
"060855005002006","2008",31
"060855005002009","2008",1
"060855005002013","2015",95
"060855005003002","2005",1
"060855005003004","2001",1
"060855005003007","2006",2
"060855005004006","2006",1
"060855005004006","2007",1
"060855005004006","2014",1
"060855005004010","2007",1
"060855005005002","2009",1
"060855005005006","2009",1
"060855006001000","2014",3
"060855006001001","2005",1
"060855006001001","2009",5
"060855006001002","2007",1
"060855006001006","2007",1
"060855006001007","2002",88
"060855006001007","2005",262
"060855006001009","2014",250
"060855006001010","2000",3
"060855006001011","2006",34
"060855006002000","2000",1
"060855006003003","2003",1
"060855006003003","2008",1
"060855006003003","2009",1
"060855006003003","2007",2
"060855006003006","2004",1
"060855006003010","2017",1
"060855006003010","2006",2
"060855006003010","2008",2
"060855008001000","2004",86
"060855008001008","2006",110
"060855008001012","2017",1
"060855008001013","2017",201
"060855008001016","2016",347
"060855008001019","2015",312
"060855008001031","2008",284
"060855008002018","2002",117
"060855008002021","2009",1
"060855008002024","2006",1
"060855008002025","2007",123
"060855008002030","2007",1
"060855008002030","2008",1
"060855008002030","2002",2
"060855008002031","2000",1
"060855009011005","2017",1
"060855009012000","2000",323
"060855009012001","2007",66
"060855009012001","2003",89
"060855009012005","2008",169
"060855009012006","2007",1
"060855009012013","2008",9
"060855010001001","2000",1
"060855010001001","2006",1
"060855010001004","2009",2
"060855010002003","2005",57
"060855010002006","2008",35
"060855010003002","2000",49
"060855010004003","2009",1
"060855010004005","2017",102
"060855010005001","2001",1
"060855010005002","2003",1
"060855010005002","2005",2
"060855010005007","2016",1
"060855011011000","2015",103
"060855011011005","2014",1
"060855011011005","2009",2
"060855011011012","2000",27
"060855011012000","2009",1
"060855011012000","2012",1
"060855011012000","2008",7
"060855011012000","2011",13
"060855011012000","2010",19
"060855011012002","2002",450
"060855011012003","2003",24
"060855011012004","2004",4
"060855011012004","2003",15
"060855011012007","2004",36
"060855011012007","2003",66
"060855011012009","2001",1
"060855011012010","2010",1
"060855011012011","2006",1
"060855011012011","2002",96
"060855011021001","2015",1
"060855011021002","2004",1
"060855011021002","2010",2
"060855011021003","2011",1
"060855011021006","2006",1
"060855011021008","2007",1
"060855011021009","2009",1
"060855011022001","2014",1
"060855011022001","2015",1
"060855011022002","2002",1
"060855011022005","2015",2
"060855011023001","2001",1
"060855011023001","2015",1
"060855011023006","2007",1
"060855011023010","2007",1
"060855012001000","2005",2
"060855012002002","2013",1
"060855012002005","2010",2
"060855012002006","2002",2
"060855012002006","2005",2
"060855012003002","2007",1
"060855012003007","2013",3
"060855012004000","2000",1
"060855012004002","2015",2
"060855012004008","2007",4
"060855012004009","2015",1
"060855014011008","2016",1
"060855014012009","2015",1
"060855014012010","2003",1
"060855014012014","2004",1
"060855014021002","2003",1
"060855014021009","2002",1
"060855014022001","2001",1
"060855014022001","2007",1
"060855014022002","2006",4
"060855014022003","2004",8
"060855014022003","2011",8
"060855014022004","2002",1
"060855014022004","2003",2
"060855014022004","2007",3
"060855014022005","2007",1
"060855014022006","2006",2
"060855014022010","2012",1
"060855015011000","2006",1
"060855015011002","2005",25
"060855015011002","2006",39
"060855015011003","2006",13
"060855015011010","2006",18
"060855015011014","2001",2
"060855015012001","2000",1
"060855015012001","2002",1
"060855015012001","2011",84
"060855015012004","2003",2
"060855015021005","2001",1
"060855015021007","2017",1
"060855015021008","2008",2
"060855015021011","2005",4
"060855015021012","2001",1
"060855015022000","2006",6
"060855015022000","2014",57
"060855015022001","2006",52
"060855015022006","2006",1
"060855015022007","2006",36
"060855016003001","2009",61
"060855016003003","2011",6
"060855016004000","2006",41
"060855016004002","2006",1
"060855016004005","2000",1
"060855016004007","2006",2
"060855016004009","2014",2
"060855016005005","2006",68
"060855016005007","2016",238
"060855016005014","2009",8
"060855017001003","2003",1
"060855017001003","2007",12
"060855017001006","2006",1
"060855017001006","2016",232
"060855017002003","2007",2
"060855017003005","2008",2
"060855017004000","2001",2
"060855017004002","2001",2
"060855017004005","2001",1
"060855017004010","2007",1
"060855017004012","2000",1
"060855018001004","2007",17
"060855018002001","2005",1
"060855018002001","2011",1
"060855018002002","2006",1
"060855018002005","2017",1
"060855018002007","2002",1
"060855018002008","2013",1
"060855018002009","2007",1
"060855018002010","2007",3
"060855018002011","2017",1
"060855018002012","2016",1
"060855018002012","2000",4
"060855018002013","2007",1
"060855018003000","2001",1
"060855018003000","2006",1
"060855018003001","2007",1
"060855018003001","2017",1
"060855018003003","2004",1
"060855018003003","2010",1
"060855018003003","2016",1
"060855018003003","2006",2
"060855018003003","2015",2
"060855018003004","2017",1
"060855018003005","2005",1
"060855018004001","2013",1
"060855018004005","2004",1
"060855018004006","2002",1
"060855018004006","2006",1
"060855018004006","2014",1
"060855018004006","2005",3
"060855018004007","2007",1
"060855018004007","2008",1
"060855018004008","2006",1
